frame,f_Hz,FPS,B_mT,Area,x,y,XM,YM,Major,Minor,Angle,Circ,AR,Round,Solidity,filename,particle,particle_unique,dx,dy,total_displacement_um,dp,time,dx_um,dy_um,dp_um,Area_um,Major_um,Minor_um
1,5,61.35,13.5,1537,327.603,225.685,327.603,225.685,101.84,19.216,179.949,0.385,5.3,0.189,0.895,5_13p5_61p35,11,5_13p5_61p35-11,2.558999999999969,-0.7290000000000134,233.96163055337996,2.6608122819920728,0.016299918500407497,94.98176324999885,-27.0581107500005,98.76070426762925,562.580425,61.6132,11.625680000000001
1,5,61.35,13.5,1206,152.936,206.121,152.936,206.121,95.941,16.005,179.227,0.356,5.994,0.167,0.918,5_13p5_61p35,12,5_13p5_61p35-12,1.8719999999999857,-0.06499999999999773,338.27518266085013,1.8731281322963322,0.016299918500407497,69.48255599999946,-2.4125887499999155,69.52442860440989,441.42615,58.044305,9.683024999999999
1,5,61.35,13.5,1487,117.659,470.014,117.659,470.014,96.663,19.587,179.96,0.39,4.935,0.203,0.891,5_13p5_61p35,14,5_13p5_61p35-14,1.5479999999999876,0.4159999999999968,362.3322933227053,1.6029223312437688,0.016299918500407497,57.45672899999954,15.440567999999882,59.49526743819216,544.279175,58.481114999999996,11.850135
2,5,61.35,13.5,68,562.25,574.662,562.25,574.662,9.495,9.119,59.319,1.0,1.041,0.96,0.932,5_13p5_61p35,5,5_13p5_61p35-5,0.20299999999997453,0.3095000000000141,41.96101465813506,0.3701340973214956,0.032599837000814993,7.534700249999054,11.487634125000522,13.738174756757623,24.889699999999998,5.7444749999999996,5.516995
2,5,61.35,13.5,2158,378.391,709.873,378.391,709.873,109.461,25.102,0.3,0.42,4.361,0.229,0.908,5_13p5_61p35,1,5_13p5_61p35-1,2.2724999999999795,0.3269999999999982,204.6466424553751,2.2959061936411747,0.032599837000814993,84.34781437499925,12.137177249999933,85.21657621283107,789.88195,66.223905,15.18671
2,5,61.35,13.5,131,132.134,693.905,132.134,693.905,17.74,9.402,148.726,0.862,1.887,0.53,0.919,5_13p5_61p35,2,5_13p5_61p35-2,0.2980000000000018,0.2814999999999941,151.26757329135555,0.4099344459788635,0.032599837000814993,11.060791500000068,10.44836512499978,15.215434347785983,47.949275,10.7327,5.68821
2,5,61.35,13.5,189,433.807,667.537,433.807,667.537,24.223,9.935,156.696,0.688,2.438,0.41,0.883,5_13p5_61p35,3,5_13p5_61p35-3,2.1954999999999814,-0.19800000000003593,170.7143800554461,2.20441018188538,0.032599837000814993,81.48982462499932,-7.349116500001333,81.82054161849418,69.178725,14.654914999999999,6.010675
2,5,61.35,13.5,66,118.379,603.53,118.379,603.53,9.298,9.038,151.966,1.0,1.029,0.972,0.923,5_13p5_61p35,4,5_13p5_61p35-4,0.14699999999999847,0.4714999999999918,15.70763859365405,0.4938838426188812,0.032599837000814993,5.4561622499999425,17.500547624999694,18.331363115524358,24.15765,5.62529,5.46799
2,5,61.35,13.5,65,521.177,588.669,521.177,588.669,9.336,8.865,112.606,0.973,1.053,0.95,0.922,5_13p5_61p35,7,5_13p5_61p35-7,0.22399999999998954,0.3280000000000314,36.16510428546415,0.3971901307938251,0.032599837000814993,8.314151999999611,12.174294000001165,14.742406787141707,23.791625,5.64828,5.363325
2,5,61.35,13.5,65,338.7,545.608,338.7,545.608,9.364,8.838,55.31,1.0,1.059,0.944,0.929,5_13p5_61p35,6,5_13p5_61p35-6,0.4390000000000214,0.15200000000004366,40.036201232407166,0.46456969337229914,0.032599837000814993,16.294253250000793,5.64174600000162,17.243317166476285,23.791625,5.665220000000001,5.346989999999999
2,5,61.35,13.5,1609,330.162,224.956,330.162,224.956,102.652,19.957,178.923,0.383,5.144,0.194,0.883,5_13p5_61p35,11,5_13p5_61p35-11,2.365000000000009,-0.3534999999999968,233.96163055337996,2.3912731441640123,0.032599837000814993,87.78111375000034,-13.120771124999882,88.7562874736496,588.934225,62.104459999999996,12.073985
2,5,61.35,13.5,101,228.599,337.847,228.599,337.847,13.821,9.304,156.133,0.917,1.485,0.673,0.922,5_13p5_61p35,8,5_13p5_61p35-8,0.6910000000000025,0.1384999999999934,152.75891604098808,0.704743393016211,0.032599837000814993,25.64767425000009,5.140669874999755,26.15778433273445,36.968525,8.361704999999999,5.62892
2,5,61.35,13.5,20,7.15,296.65,7.15,296.65,5.343,4.766,129.4,0.784,1.121,0.892,0.755,5_13p5_61p35,9,5_13p5_61p35-9,-0.05400000000000027,0.026999999999986812,0.20158850568670408,0.06037383539248867,0.032599837000814993,-2.00430450000001,1.0021522499995106,2.2408805548041535,7.3205,3.232515,2.8834299999999997
2,5,61.35,13.5,1359,154.808,206.056,154.808,206.056,95.395,18.139,177.26,0.399,5.259,0.19,0.915,5_13p5_61p35,12,5_13p5_61p35-12,1.6119999999999948,-0.02750000000000341,338.27518266085013,1.612234551794491,0.032599837000814993,59.832200999999806,-1.0207106250001265,59.840906800318166,497.427975,57.713975,10.974095
2,5,61.35,13.5,228,10.009,82.303,10.009,82.303,23.555,12.324,175.652,0.73,1.911,0.523,0.908,5_13p5_61p35,0,5_13p5_61p35-0,-0.15399999999999991,1.5870000000000033,425.4472331173622,1.594454452155975,0.032599837000814993,-5.715979499999997,58.90428225000012,59.180967287060284,83.4537,14.250774999999999,7.45602
2,5,61.35,13.5,1522,119.207,470.43,119.207,470.43,93.178,20.798,179.267,0.419,4.48,0.223,0.921,5_13p5_61p35,14,5_13p5_61p35-14,1.1629999999999967,0.17150000000000887,362.3322933227053,1.175576985994535,0.032599837000814993,43.166780249999874,6.365522625000329,43.63359709491266,557.09005,56.37269,12.58279
3,5,61.35,13.5,66,562.712,575.0,562.712,575.0,9.367,8.971,0.0,0.972,1.044,0.958,0.892,5_13p5_61p35,5,5_13p5_61p35-5,0.8824999999999932,0.36599999999998545,41.96101465813506,0.955385916789638,0.04889975550122249,32.75553187499975,13.584730499999461,35.4608202270018,24.15765,5.667035,5.427455
3,5,61.35,13.5,2179,380.049,710.396,380.049,710.396,110.595,25.086,0.129,0.421,4.409,0.227,0.918,5_13p5_61p35,1,5_13p5_61p35-1,1.5964999999999918,0.5199999999999818,204.6466424553751,1.679050996843144,0.04889975550122249,59.2568913749997,19.300709999999324,62.32091608707776,797.5684749999999,66.909975,15.177029999999998
3,5,61.35,13.5,97,132.644,694.294,132.644,694.294,13.074,9.447,95.509,0.951,1.384,0.723,0.933,5_13p5_61p35,2,5_13p5_61p35-2,1.0435000000000088,0.4329999999999927,151.26757329135555,1.1297704412844283,0.04889975550122249,38.73132862500033,16.07155274999973,41.9334070265438,35.504425,7.90977,5.715434999999999
3,5,61.35,13.5,120,436.292,667.358,436.292,667.358,16.015,9.54,109.292,0.83,1.679,0.596,0.906,5_13p5_61p35,3,5_13p5_61p35-3,2.7159999999999798,-0.28000000000002956,170.7143800554461,2.730394843241524,0.04889975550122249,100.80909299999925,-10.392690000001096,101.34338279788484,43.923,9.689075,5.771699999999999
3,5,61.35,13.5,64,118.625,603.766,118.625,603.766,9.414,8.656,28.292,1.0,1.087,0.92,0.921,5_13p5_61p35,4,5_13p5_61p35-4,0.777000000000001,0.3135000000000332,15.70763859365405,0.8378611161761969,0.04889975550122249,28.839714750000038,11.636101125001233,31.098681583832857,23.4256,5.695469999999999,5.23688
3,5,61.35,13.5,68,521.706,588.868,521.706,588.868,9.353,9.257,104.49,1.0,1.01,0.99,0.907,5_13p5_61p35,7,5_13p5_61p35-7,0.8854999999999791,0.228999999999985,36.16510428546415,0.9146317565009188,0.04889975550122249,32.86688212499922,8.499735749999443,33.94815824810548,24.889699999999998,5.658564999999999,5.600485
3,5,61.35,13.5,66,339.439,545.652,339.439,545.652,9.31,9.026,153.818,1.0,1.031,0.969,0.923,5_13p5_61p35,6,5_13p5_61p35-6,0.930499999999995,0.37000000000000455,40.036201232407166,1.0013641944866982,0.04889975550122249,34.53713587499981,13.73319750000017,37.16738446571416,24.15765,5.63255,5.46073
3,5,61.35,13.5,1739,332.333,224.978,332.333,224.978,105.235,21.04,178.152,0.374,5.002,0.2,0.878,5_13p5_61p35,11,5_13p5_61p35-11,1.694500000000005,-0.37299999999999045,233.96163055337996,1.7350675058913443,0.04889975550122249,62.89433287500018,-13.844547749999645,64.40006684929256,636.517475,63.667175,12.729199999999999
3,5,61.35,13.5,80,229.675,338.413,229.675,338.413,11.184,9.107,121.286,0.944,1.228,0.814,0.904,5_13p5_61p35,8,5_13p5_61p35-8,0.9560000000000031,0.017500000000012506,152.75891604098808,0.9561601591783702,0.04889975550122249,35.48361300000011,0.6495431250004642,35.48955758818377,29.282,6.7663199999999994,5.509734999999999
3,5,61.35,13.5,21,7.119,296.69,7.119,296.69,5.442,4.913,127.911,0.824,1.108,0.903,0.792,5_13p5_61p35,9,5_13p5_61p35-9,-0.020500000000000185,0.012000000000000455,0.20158850568670408,0.023753947040439795,0.04889975550122249,-0.7608933750000069,0.44540100000001687,0.8816693138132438,7.686525,3.29241,2.972365
3,5,61.35,13.5,1463,156.16,206.066,156.16,206.066,96.534,19.296,176.706,0.398,5.003,0.2,0.912,5_13p5_61p35,12,5_13p5_61p35-12,1.5435000000000088,-0.51400000000001,338.27518266085013,1.626833811426366,0.04889975550122249,57.28970362500033,-19.07800950000037,60.38278387025957,535.4945749999999,58.40307,11.67408
3,5,61.35,13.5,252,9.218,83.516,9.218,83.516,22.882,14.022,169.818,0.708,1.632,0.613,0.88,5_13p5_61p35,0,5_13p5_61p35-0,-0.9779999999999998,0.08449999999999847,425.4472331173622,0.9816436471551168,0.04889975550122249,-36.300181499999994,3.1363653749999427,36.435421840544684,92.2383,13.84361,8.48331
3,5,61.35,13.5,1549,119.985,470.357,119.985,470.357,90.652,21.756,178.594,0.457,4.167,0.24,0.927,5_13p5_61p35,14,5_13p5_61p35-14,1.4480000000000004,-0.024500000000017508,362.3322933227053,1.4482072538141777,0.04889975550122249,53.74505400000002,-0.9093603750006498,53.752746588007376,566.972725,54.84446,13.16238
4,5,61.35,13.5,2316,381.584,710.913,381.584,710.913,111.224,26.512,0.184,0.439,4.195,0.238,0.92,5_13p5_61p35,1,5_13p5_61p35-1,1.5430000000000064,0.08600000000001273,204.6466424553751,1.545394771571336,0.06519967400162999,57.27114525000024,3.1920405000004726,57.36003138772039,847.7139,67.29052,16.03976
4,5,61.35,13.5,129,134.221,694.771,134.221,694.771,16.428,9.998,32.893,0.872,1.643,0.609,0.902,5_13p5_61p35,2,5_13p5_61p35-2,1.1854999999999905,0.013000000000033651,151.26757329135555,1.1855712757991308,0.06519967400162999,44.00190712499965,0.482517750001249,44.004552651017384,47.217225,9.93894,6.0487899999999994
4,5,61.35,13.5,153,439.239,666.977,439.239,666.977,19.512,9.984,44.064,0.808,1.954,0.512,0.9,5_13p5_61p35,3,5_13p5_61p35-3,2.629000000000019,-0.6434999999999604,170.7143800554461,2.7066091793977294,0.06519967400162999,97.5799357500007,-23.88462862499853,100.46053625941067,56.001825,11.80476,6.0403199999999995
4,5,61.35,13.5,67,119.933,604.157,119.933,604.157,9.629,8.859,5.757,0.948,1.087,0.92,0.899,5_13p5_61p35,4,5_13p5_61p35-4,0.4375,0.27450000000004593,15.70763859365405,0.5164847529211537,0.06519967400162999,16.238578125,10.188547875001705,19.170235452986233,24.523675,5.825545,5.359694999999999
4,5,61.35,13.5,67,522.948,589.127,522.948,589.127,9.379,9.096,110.035,0.933,1.031,0.97,0.865,5_13p5_61p35,7,5_13p5_61p35-7,0.39699999999999136,0.22350000000000136,36.16510428546415,0.4555889046058889,0.06519967400162999,14.73534974999968,8.29559362500005,16.909979475030628,24.523675,5.674295,5.50308
4,5,61.35,13.5,66,564.015,575.394,564.015,575.394,9.468,8.875,122.185,0.934,1.067,0.937,0.88,5_13p5_61p35,5,5_13p5_61p35-5,0.42349999999999,0.2644999999999982,41.96101465813506,0.499312026692719,0.06519967400162999,15.718943624999628,9.817380374999933,18.53283966674698,24.15765,5.72814,5.369375
4,5,61.35,13.5,66,340.561,546.348,340.561,546.348,9.31,9.026,153.818,0.988,1.031,0.969,0.923,5_13p5_61p35,6,5_13p5_61p35-6,0.4709999999999752,0.42399999999997817,40.036201232407166,0.6337325934492861,0.06519967400162999,17.481989249999078,15.73750199999919,23.52209423790879,24.15765,5.63255,5.46073
4,5,61.35,13.5,1653,122.103,470.381,122.103,470.381,88.169,23.871,177.838,0.501,3.694,0.271,0.923,5_13p5_61p35,14,5_13p5_61p35-14,2.1340000000000003,-0.24150000000000205,362.3322933227053,2.147621533231589,0.06519967400162999,79.20714450000001,-8.963695125000076,79.7127315435736,605.039325,53.342245,14.441954999999998
4,5,61.35,13.5,23,7.109,296.674,7.109,296.674,5.779,5.067,159.047,0.902,1.14,0.877,0.836,5_13p5_61p35,9,5_13p5_61p35-9,-0.046499999999999986,-0.09499999999999886,0.20158850568670408,0.10576979720127945,0.06519967400162999,-1.7259288749999995,-3.5260912499999577,3.925831120270589,8.418575,3.496295,3.065535
4,5,61.35,13.5,1884,333.551,224.21,333.551,224.21,106.72,22.477,177.619,0.373,4.748,0.211,0.889,5_13p5_61p35,11,5_13p5_61p35-11,0.992999999999995,-0.2944999999999993,233.96163055337996,1.0357505732559311,0.06519967400162999,36.856932749999814,-10.930882874999975,38.443695089897076,689.5911,64.5656,13.598585
4,5,61.35,13.5,1621,157.895,205.028,157.895,205.028,96.863,21.308,175.794,0.415,4.546,0.22,0.898,5_13p5_61p35,12,5_13p5_61p35-12,1.8859999999999957,-0.507000000000005,338.27518266085013,1.952958012861513,0.06519967400162999,70.00219049999984,-18.818192250000187,72.48745432387756,593.326525,58.602115,12.89134
4,5,61.35,13.5,284,8.053,82.472,8.053,82.472,22.411,16.135,140.16,0.711,1.389,0.72,0.892,5_13p5_61p35,0,5_13p5_61p35-0,-0.7425000000000002,-1.4425000000000026,425.4472331173622,1.6223786549384849,0.06519967400162999,-27.559186875000005,-53.5409118750001,60.21742294068801,103.9511,13.558655,9.761675
4,5,61.35,13.5,89,230.511,337.882,230.511,337.882,11.927,9.501,40.09,0.933,1.255,0.797,0.899,5_13p5_61p35,8,5_13p5_61p35-8,0.8789999999999907,-0.17500000000001137,152.75891604098808,0.8962510808919494,0.06519967400162999,32.625623249999656,-6.495431250000422,33.26592730669626,32.576225,7.215834999999999,5.748105
5,5,61.35,13.5,67,340.381,546.5,340.381,546.5,9.397,9.078,90.0,1.0,1.035,0.966,0.931,5_13p5_61p35,6,5_13p5_61p35-6,0.08500000000000796,0.18350000000003774,40.036201232407166,0.2022306851098893,0.08149959250203749,3.1549237500002953,6.810923625001401,7.506145781552484,24.523675,5.685185,5.49219
5,5,61.35,13.5,2571,383.135,710.568,383.135,710.568,112.604,29.071,0.983,0.445,3.873,0.258,0.915,5_13p5_61p35,1,5_13p5_61p35-1,1.781499999999994,0.04099999999999682,204.6466424553751,1.781971730976667,0.08149959250203749,66.12349012499978,1.5217867499998818,66.14099924572821,941.0502749999999,68.12541999999999,17.587955
5,5,61.35,13.5,206,135.015,694.32,135.015,694.32,27.125,9.67,14.988,0.65,2.805,0.356,0.904,5_13p5_61p35,2,5_13p5_61p35-2,0.6984999999999957,0.03849999999999909,151.26757329135555,0.6995602189947581,0.08149959250203749,25.92604987499984,1.4289948749999661,25.965401758373687,75.40115,16.410625,5.85035
5,5,61.35,13.5,240,441.55,666.071,441.55,666.071,30.988,9.861,18.747,0.588,3.143,0.318,0.882,5_13p5_61p35,3,5_13p5_61p35-3,1.9020000000000152,-0.7384999999999877,170.7143800554461,2.0403397388670443,0.08149959250203749,70.59605850000057,-27.410719874999543,75.73078000259338,87.846,18.74774,5.965905
5,5,61.35,13.5,65,119.5,604.315,119.5,604.315,9.112,9.082,0.0,0.973,1.003,0.997,0.915,5_13p5_61p35,4,5_13p5_61p35-4,0.02549999999999386,0.14049999999997453,15.70763859365405,0.1427953080461418,0.08149959250203749,0.9464771249997721,5.2149033749990545,5.300097749921633,23.791625,5.51276,5.494610000000001
5,5,61.35,13.5,68,563.559,575.529,563.559,575.529,9.433,9.179,63.435,1.0,1.028,0.973,0.938,5_13p5_61p35,5,5_13p5_61p35-5,0.047000000000025466,0.1309999999999718,41.96101465813506,0.1391761473816365,0.08149959250203749,1.7444872500009454,4.862294249998953,5.165766268327356,24.889699999999998,5.706964999999999,5.553295
5,5,61.35,13.5,1849,124.253,469.874,124.253,469.874,87.841,26.801,178.586,0.517,3.278,0.305,0.924,5_13p5_61p35,14,5_13p5_61p35-14,2.717000000000006,-0.3219999999999743,362.3322933227053,2.7360140716012435,0.08149959250203749,100.84620975000023,-11.951593499999047,101.55195029210545,676.780225,53.14380499999999,16.214605
5,5,61.35,13.5,65,522.5,589.315,522.5,589.315,9.112,9.082,0.0,0.973,1.003,0.997,0.915,5_13p5_61p35,7,5_13p5_61p35-7,0.06150000000002365,0.13100000000002865,36.16510428546415,0.14471782889475096,0.08149959250203749,2.2826801250008777,4.862294250001064,5.371455475629247,23.791625,5.51276,5.494610000000001
5,5,61.35,13.5,19,7.026,296.5,7.026,296.5,5.134,4.712,120.73,0.796,1.089,0.918,0.731,5_13p5_61p35,9,5_13p5_61p35-9,0.004999999999999893,-0.015500000000002956,0.20158850568670408,0.016286497474905112,0.08149959250203749,0.18558374999999605,-0.5753096250001097,0.6045018551516843,6.9544749999999995,3.1060700000000003,2.8507599999999997
5,5,61.35,13.5,119,231.433,338.063,231.433,338.063,15.807,9.586,16.408,0.846,1.649,0.606,0.908,5_13p5_61p35,8,5_13p5_61p35-8,1.1784999999999997,0.6185000000000116,152.75891604098808,1.3309412083183891,0.08149959250203749,43.742089874999984,22.956709875000428,49.40021209385157,43.556975,9.563235,5.79953
5,5,61.35,13.5,2138,334.319,224.389,334.319,224.389,106.72,25.508,177.408,0.403,4.184,0.239,0.885,5_13p5_61p35,11,5_13p5_61p35-11,1.879000000000019,0.4474999999999909,233.96163055337996,1.9315530668350955,0.08149959250203749,69.74237325000071,16.60974562499966,71.69297229345153,782.5614499999999,64.5656,15.432339999999998
5,5,61.35,13.5,1845,159.932,205.052,159.932,205.052,95.631,24.565,175.321,0.471,3.893,0.257,0.915,5_13p5_61p35,12,5_13p5_61p35-12,2.8279999999999887,0.3050000000000068,338.27518266085013,2.844399585149727,0.08149959250203749,104.96616899999958,11.320608750000252,105.57486830210614,675.3161249999999,57.856755,14.861825
5,5,61.35,13.5,373,7.733,80.631,7.733,80.631,26.79,17.727,106.105,0.76,1.511,0.662,0.934,5_13p5_61p35,0,5_13p5_61p35-0,0.5969999999999995,-3.695999999999998,425.4472331173622,3.7439050468728485,0.08149959250203749,22.158699749999982,-137.18350799999993,138.9615876485178,136.527325,16.20795,10.724835
6,5,61.35,13.5,2798,385.147,710.995,385.147,710.995,115.555,30.83,3.295,0.46,3.748,0.267,0.907,5_13p5_61p35,1,5_13p5_61p35-1,2.4610000000000127,0.71550000000002,204.6466424553751,2.5629009442426938,0.09779951100244498,91.34432175000047,26.557034625000743,95.12655362222002,1024.13795,69.910775,18.65215
6,5,61.35,13.5,279,135.618,694.848,135.618,694.848,39.688,8.951,4.344,0.437,4.434,0.226,0.866,5_13p5_61p35,2,5_13p5_61p35-2,0.7650000000000006,0.8509999999999991,151.26757329135555,1.1443015336876898,0.09779951100244498,28.39431375000002,31.586354249999967,42.47275395050256,102.120975,24.01124,5.415355
6,5,61.35,13.5,328,443.043,665.5,443.043,665.5,46.501,8.981,7.484,0.399,5.178,0.193,0.843,5_13p5_61p35,3,5_13p5_61p35-3,1.5459999999999923,-0.1915000000000191,170.7143800554461,1.5578152168983275,0.09779951100244498,57.38249549999971,-7.107857625000708,57.82103795181099,120.05619999999999,28.133104999999997,5.433504999999999
6,5,61.35,13.5,64,119.984,604.438,119.984,604.438,9.111,8.944,39.779,0.981,1.019,0.982,0.889,5_13p5_61p35,4,5_13p5_61p35-4,0.734499999999997,0.5144999999999982,15.70763859365405,0.8967722676354314,0.09779951100244498,27.26225287499989,19.09656787499993,33.28527206475739,23.4256,5.512155,5.41112
6,5,61.35,13.5,63,523.071,589.389,523.071,589.389,9.208,8.711,83.526,0.983,1.057,0.946,0.906,5_13p5_61p35,7,5_13p5_61p35-7,0.8634999999999877,0.45599999999996044,36.16510428546415,0.9765081924899262,0.09779951100244498,32.050313624999546,16.925237999998533,36.244810453600465,23.059575,5.57084,5.270155
6,5,61.35,13.5,64,564.109,575.656,564.109,575.656,9.351,8.715,101.203,0.958,1.073,0.932,0.914,5_13p5_61p35,5,5_13p5_61p35-5,0.8375000000000341,0.5480000000000018,41.96101465813506,1.0008547596929631,0.09779951100244498,31.085278125001263,20.339979000000067,37.148475901833784,23.4256,5.657355000000001,5.272575
6,5,61.35,13.5,65,340.731,546.715,340.731,546.715,9.141,9.054,2.014,1.0,1.01,0.99,0.922,5_13p5_61p35,6,5_13p5_61p35-6,0.6355000000000075,0.46949999999998226,40.036201232407166,0.7901205604209985,0.09779951100244498,23.587694625000278,17.42631412499934,29.326707311006096,23.791625,5.530305,5.47767
6,5,61.35,13.5,2088,127.537,469.737,127.537,469.737,89.714,29.633,3.294,0.529,3.027,0.33,0.916,5_13p5_61p35,14,5_13p5_61p35-14,2.6614999999999966,0.17549999999999955,362.3322933227053,2.667279981554239,0.09779951100244498,98.78623012499989,6.513989624999983,99.00076425535329,764.2601999999999,54.27697,17.927965
6,5,61.35,13.5,155,232.868,339.119,232.868,339.119,22.432,8.798,5.303,0.703,2.55,0.392,0.928,5_13p5_61p35,8,5_13p5_61p35-8,0.7025000000000006,0.367999999999995,152.75891604098808,0.7930512278535335,0.09779951100244498,26.07451687500002,13.658963999999814,29.435484161432644,56.733875,13.571359999999999,5.3227899999999995
6,5,61.35,13.5,21,7.119,296.643,7.119,296.643,5.6,4.775,131.767,0.824,1.173,0.853,0.792,5_13p5_61p35,9,5_13p5_61p35-9,0.10050000000000026,0.06800000000001205,0.20158850568670408,0.12134352063460863,0.09779951100244498,3.73023337500001,2.523939000000447,4.50387711951461,7.686525,3.388,2.888875
6,5,61.35,13.5,2431,337.309,225.105,337.309,225.105,105.417,29.362,178.946,0.44,3.59,0.279,0.879,5_13p5_61p35,11,5_13p5_61p35-11,2.487499999999983,0.1834999999999951,233.96163055337996,2.4942591084327854,0.09779951100244498,92.32791562499936,6.810923624999819,92.57879176292259,889.806775,63.777285,17.76401
6,5,61.35,13.5,2159,163.551,205.638,163.551,205.638,94.404,29.119,177.556,0.504,3.242,0.308,0.908,5_13p5_61p35,12,5_13p5_61p35-12,3.018500000000003,0.10800000000000409,338.27518266085013,3.0204314675224833,0.09779951100244498,112.0369098750001,4.008609000000152,112.10859967216513,790.247975,57.114419999999996,17.616995
6,5,61.35,13.5,669,9.247,75.08,9.247,75.08,37.925,22.46,85.214,0.682,1.689,0.592,0.937,5_13p5_61p35,0,5_13p5_61p35-0,1.7825000000000002,-6.423499999999997,425.4472331173622,6.666232706709238,0.09779951100244498,66.16060687500001,-238.4194436249999,247.4288928167501,244.870725,22.944625,13.5883
7,5,61.35,13.5,247,136.545,696.022,136.545,696.022,34.054,9.235,174.578,0.55,3.687,0.271,0.89,5_13p5_61p35,2,5_13p5_61p35-2,0.18099999999999739,-0.311999999999955,151.26757329135555,0.36070070695795836,0.11409942950285248,6.718131749999904,-11.580425999998328,13.388037964981802,90.408175,20.60267,5.587174999999999
7,5,61.35,13.5,324,444.642,665.688,444.642,665.688,44.752,9.218,177.651,0.442,4.855,0.206,0.889,5_13p5_61p35,3,5_13p5_61p35-3,1.3810000000000002,-1.0120000000000005,170.7143800554461,1.712105428996708,0.11409942950285248,51.25823175000001,-37.562151000000014,63.54778918171356,118.5921,27.07496,5.57689
7,5,61.35,13.5,64,120.969,605.344,120.969,605.344,9.354,8.712,77.056,0.958,1.074,0.931,0.914,5_13p5_61p35,4,5_13p5_61p35-4,0.1735000000000042,-0.26900000000000546,15.70763859365405,0.3200988128687834,0.11409942950285248,6.439756125000156,-9.984405750000203,11.881027612547415,23.4256,5.65917,5.27076
