 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,AR,Round,Solidity
2422,5_8p4_28p68:slice:152,1216,675.473,580.830,675.473,580.830,95.580,16.199,95.937,0.357,5.901,0.169,0.907
2423,5_8p4_28p68:slice:152,1182,1108.848,694.199,1108.848,694.199,88.154,17.072,99.179,0.381,5.164,0.194,0.869
2424,5_8p4_28p68:slice:152,274,324.964,924.785,324.964,924.785,35.197,9.912,85.550,0.583,3.551,0.282,0.901
2425,5_8p4_28p68:slice:152,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2426,5_8p4_28p68:slice:152,194,829.948,931.686,829.948,931.686,24.830,9.948,83.021,0.695,2.496,0.401,0.913
2427,5_8p4_28p68:slice:152,227,404.196,975.597,404.196,975.597,28.807,10.033,84.121,0.654,2.871,0.348,0.913
2428,5_8p4_28p68:slice:152,92,1309.837,990.587,1309.837,990.587,22.916,5.112,87.266,0.449,4.483,0.223,0.929
2429,5_8p4_28p68:slice:152,1035,716.278,1020.777,716.278,1020.777,83.105,15.857,96.008,0.386,5.241,0.191,0.889
2430,5_8p4_28p68:slice:152,179,904.634,1158.478,904.634,1158.478,22.485,10.136,80.191,0.754,2.218,0.451,0.923
2431,5_8p4_28p68:slice:152,287,121.263,1237.514,121.263,1237.514,23.830,15.335,157.330,0.443,1.554,0.644,0.703
2432,5_8p4_28p68:slice:153,784,898.912,228.292,898.912,228.292,72.293,13.808,93.350,0.422,5.236,0.191,0.945
2433,5_8p4_28p68:slice:153,40,255.175,286.950,255.175,286.950,8.456,6.023,23.721,0.973,1.404,0.712,0.930
2434,5_8p4_28p68:slice:153,1092,350.031,387.341,350.031,387.341,94.066,14.781,96.513,0.351,6.364,0.157,0.900
2435,5_8p4_28p68:slice:153,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2436,5_8p4_28p68:slice:153,1128,678.785,579.364,678.785,579.364,92.769,15.482,96.054,0.357,5.992,0.167,0.883
2437,5_8p4_28p68:slice:153,937,1112.268,692.702,1112.268,692.702,83.301,14.322,99.141,0.372,5.816,0.172,0.887
2438,5_8p4_28p68:slice:153,20,781.750,765.600,781.750,765.600,5.274,4.828,176.415,0.838,1.092,0.915,0.741
2439,5_8p4_28p68:slice:153,161,326.891,921.817,326.891,921.817,19.693,10.409,120.451,0.811,1.892,0.529,0.899
2440,5_8p4_28p68:slice:153,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2441,5_8p4_28p68:slice:153,143,832.346,929.955,832.346,929.955,17.893,10.176,117.090,0.818,1.758,0.569,0.905
2442,5_8p4_28p68:slice:153,149,405.742,974.124,405.742,974.124,18.762,10.112,117.937,0.823,1.855,0.539,0.917
2443,5_8p4_28p68:slice:153,38,1310.316,985.658,1310.316,985.658,11.789,4.104,94.240,0.556,2.872,0.348,0.894
2444,5_8p4_28p68:slice:153,1007,717.888,1022.310,717.888,1022.310,82.833,15.479,95.486,0.402,5.351,0.187,0.918
2445,5_8p4_28p68:slice:153,155,905.397,1158.184,905.397,1158.184,19.690,10.023,113.639,0.789,1.964,0.509,0.909
2446,5_8p4_28p68:slice:153,290,121.248,1237.548,121.248,1237.548,23.988,15.393,157.832,0.448,1.558,0.642,0.710
2447,5_8p4_28p68:slice:154,758,897.950,223.260,897.950,223.260,61.888,15.595,94.371,0.491,3.969,0.252,0.918
2448,5_8p4_28p68:slice:154,41,254.841,286.427,254.841,286.427,8.582,6.083,34.525,0.928,1.411,0.709,0.882
2449,5_8p4_28p68:slice:154,1110,348.847,385.054,348.847,385.054,91.087,15.516,95.847,0.359,5.871,0.170,0.870
2450,5_8p4_28p68:slice:154,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2451,5_8p4_28p68:slice:154,1217,676.795,576.121,676.795,576.121,90.479,17.126,95.673,0.362,5.283,0.189,0.889
2452,5_8p4_28p68:slice:154,918,1110.425,691.004,1110.425,691.004,83.885,13.934,96.916,0.365,6.020,0.166,0.901
2453,5_8p4_28p68:slice:154,20,781.750,765.600,781.750,765.600,5.274,4.828,176.415,0.838,1.092,0.915,0.741
2454,5_8p4_28p68:slice:154,425,323.900,919.538,323.900,919.538,57.110,9.475,99.101,0.370,6.027,0.166,0.885
2455,5_8p4_28p68:slice:154,342,829.921,928.289,829.921,928.289,46.590,9.346,98.232,0.423,4.985,0.201,0.883
2456,5_8p4_28p68:slice:154,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2457,5_8p4_28p68:slice:154,372,402.868,972.194,402.868,972.194,52.144,9.083,98.168,0.381,5.741,0.174,0.877
2458,5_8p4_28p68:slice:154,188,1309.436,981.649,1309.436,981.649,41.458,5.774,93.564,0.270,7.181,0.139,0.858
2459,5_8p4_28p68:slice:154,1124,714.813,1019.665,714.813,1019.665,83.736,17.091,96.420,0.415,4.899,0.204,0.912
2460,5_8p4_28p68:slice:154,347,902.958,1155.465,902.958,1155.465,48.452,9.119,97.993,0.387,5.314,0.188,0.862
2461,5_8p4_28p68:slice:154,288,121.243,1237.535,121.243,1237.535,23.819,15.395,157.478,0.445,1.547,0.646,0.706
2462,5_8p4_28p68:slice:155,767,898.722,220.762,898.722,220.762,69.157,14.121,99.637,0.425,4.897,0.204,0.905
2463,5_8p4_28p68:slice:155,37,255.257,286.203,255.257,286.203,8.215,5.735,33.149,0.928,1.433,0.698,0.860
2464,5_8p4_28p68:slice:155,1111,348.424,383.108,348.424,383.108,91.891,15.394,96.222,0.352,5.969,0.168,0.891
2465,5_8p4_28p68:slice:155,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2466,5_8p4_28p68:slice:155,1204,676.086,576.396,676.086,576.396,94.508,16.221,97.945,0.370,5.826,0.172,0.910
2467,5_8p4_28p68:slice:155,959,1109.305,690.025,1109.305,690.025,83.884,14.556,93.549,0.384,5.763,0.174,0.917
2468,5_8p4_28p68:slice:155,21,781.881,765.548,781.881,765.548,5.573,4.798,9.393,0.880,1.162,0.861,0.764
2469,5_8p4_28p68:slice:155,260,324.485,919.950,324.485,919.950,31.810,10.407,85.260,0.630,3.057,0.327,0.912
2470,5_8p4_28p68:slice:155,241,260.201,924.865,260.201,924.865,45.624,6.726,158.963,0.270,6.784,0.147,0.635
2471,5_8p4_28p68:slice:155,179,830.763,928.377,830.763,928.377,22.506,10.127,81.774,0.763,2.222,0.450,0.913
2472,5_8p4_28p68:slice:155,210,403.514,971.852,403.514,971.852,26.355,10.145,83.108,0.699,2.598,0.385,0.915
2473,5_8p4_28p68:slice:155,1086,715.966,1015.727,715.966,1015.727,91.697,15.079,98.671,0.351,6.081,0.164,0.901
2474,5_8p4_28p68:slice:155,76,1309.947,986.184,1309.947,986.184,20.100,4.814,86.389,0.477,4.175,0.240,0.916
2475,5_8p4_28p68:slice:155,162,904.574,1154.309,904.574,1154.309,20.373,10.125,79.312,0.787,2.012,0.497,0.908
2476,5_8p4_28p68:slice:155,289,121.299,1237.548,121.299,1237.548,23.990,15.338,157.464,0.446,1.564,0.639,0.707
2477,5_8p4_28p68:slice:156,19,167.026,3.921,167.026,3.921,5.490,4.407,36.677,0.725,1.246,0.803,0.644
2478,5_8p4_28p68:slice:156,732,898.082,223.689,898.082,223.689,64.487,14.453,99.163,0.462,4.462,0.224,0.912
2479,5_8p4_28p68:slice:156,40,254.325,288.025,254.325,288.025,8.453,6.025,22.690,0.925,1.403,0.713,0.920
2480,5_8p4_28p68:slice:156,1154,347.458,383.172,347.458,383.172,90.507,16.234,95.707,0.374,5.575,0.179,0.917
2481,5_8p4_28p68:slice:156,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2482,5_8p4_28p68:slice:156,1144,675.860,573.839,675.860,573.839,91.778,15.871,97.849,0.369,5.783,0.173,0.899
2483,5_8p4_28p68:slice:156,1064,1109.679,689.106,1109.679,689.106,79.175,17.111,93.720,0.422,4.627,0.216,0.905
2484,5_8p4_28p68:slice:156,19,781.974,765.605,781.974,765.605,5.483,4.412,15.139,0.796,1.243,0.805,0.704
2485,5_8p4_28p68:slice:156,170,324.535,915.082,324.535,915.082,21.087,10.264,122.364,0.774,2.054,0.487,0.899
2486,5_8p4_28p68:slice:156,241,260.201,924.865,260.201,924.865,45.624,6.726,158.963,0.270,6.784,0.147,0.635
2487,5_8p4_28p68:slice:156,154,831.610,924.760,831.610,924.760,19.351,10.133,117.229,0.802,1.910,0.524,0.911
2488,5_8p4_28p68:slice:156,160,403.744,967.862,403.744,967.862,20.131,10.120,116.890,0.788,1.989,0.503,0.912
2489,5_8p4_28p68:slice:156,1096,716.782,1014.724,716.782,1014.724,92.549,15.078,98.001,0.357,6.138,0.163,0.907
2490,5_8p4_28p68:slice:156,61,1309.730,978.598,1309.730,978.598,14.098,5.509,96.666,0.543,2.559,0.391,0.884
2491,5_8p4_28p68:slice:156,156,904.378,1151.231,904.378,1151.231,20.296,9.787,114.390,0.768,2.074,0.482,0.904
2492,5_8p4_28p68:slice:156,291,121.170,1237.517,121.170,1237.517,23.982,15.449,157.456,0.449,1.552,0.644,0.713
2493,5_8p4_28p68:slice:157,829,897.786,220.761,897.786,220.761,73.241,14.412,100.974,0.387,5.082,0.197,0.884
2494,5_8p4_28p68:slice:157,44,254.136,285.568,254.136,285.568,8.813,6.357,32.092,0.996,1.386,0.721,0.917
2495,5_8p4_28p68:slice:157,1262,346.831,376.742,346.831,376.742,83.041,19.350,97.435,0.455,4.292,0.233,0.901
2496,5_8p4_28p68:slice:157,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2497,5_8p4_28p68:slice:157,1285,675.892,568.618,675.892,568.618,90.978,17.984,98.853,0.400,5.059,0.198,0.898
2498,5_8p4_28p68:slice:157,1339,1109.348,684.810,1109.348,684.810,81.224,20.990,98.691,0.459,3.870,0.258,0.896
2499,5_8p4_28p68:slice:157,433,323.211,912.805,323.211,912.805,60.803,9.067,100.942,0.335,6.706,0.149,0.849
2500,5_8p4_28p68:slice:157,339,830.647,922.816,830.647,922.816,48.186,8.958,99.898,0.397,5.379,0.186,0.855
2501,5_8p4_28p68:slice:157,235,259.947,924.683,259.947,924.683,45.851,6.526,159.244,0.293,7.026,0.142,0.680
2502,5_8p4_28p68:slice:157,385,402.053,965.742,402.053,965.742,55.033,8.907,100.683,0.362,6.178,0.162,0.849
2503,5_8p4_28p68:slice:157,174,1309.397,972.339,1309.397,972.339,38.051,5.822,94.671,0.252,6.535,0.153,0.837
2504,5_8p4_28p68:slice:157,1163,715.548,1013.829,715.548,1013.829,92.441,16.019,99.266,0.368,5.771,0.173,0.899
2505,5_8p4_28p68:slice:157,346,902.861,1149.630,902.861,1149.630,49.751,8.855,99.371,0.390,5.618,0.178,0.865
2506,5_8p4_28p68:slice:157,286,121.290,1237.545,121.290,1237.545,23.923,15.221,157.548,0.441,1.572,0.636,0.704
2507,5_8p4_28p68:slice:158,889,898.665,216.947,898.665,216.947,88.202,12.833,100.011,0.331,6.873,0.145,0.884
2508,5_8p4_28p68:slice:158,39,255.244,284.987,255.244,284.987,8.456,5.872,26.565,0.949,1.440,0.694,0.918
2509,5_8p4_28p68:slice:158,1159,347.491,374.793,347.491,374.793,86.094,17.140,102.564,0.404,5.023,0.199,0.886
2510,5_8p4_28p68:slice:158,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2511,5_8p4_28p68:slice:158,1217,675.530,568.055,675.530,568.055,95.481,16.229,101.013,0.360,5.883,0.170,0.883
2512,5_8p4_28p68:slice:158,1079,1108.581,683.585,1108.581,683.585,82.961,16.560,104.322,0.416,5.010,0.200,0.901
2513,5_8p4_28p68:slice:158,20,781.750,765.600,781.750,765.600,5.274,4.828,176.415,0.838,1.092,0.915,0.741
2514,5_8p4_28p68:slice:158,225,322.211,912.971,322.211,912.971,28.227,10.149,85.633,0.677,2.781,0.360,0.936
2515,5_8p4_28p68:slice:158,160,829.962,922.431,829.962,922.431,20.178,10.096,82.530,0.811,1.999,0.500,0.941
2516,5_8p4_28p68:slice:158,240,260.113,924.837,260.113,924.837,45.412,6.729,158.913,0.273,6.749,0.148,0.637
2517,5_8p4_28p68:slice:158,186,400.833,965.543,400.833,965.543,23.274,10.175,81.997,0.744,2.287,0.437,0.916
2518,5_8p4_28p68:slice:158,96,1309.312,978.552,1309.312,978.552,19.615,6.232,85.867,0.603,3.148,0.318,0.946
2519,5_8p4_28p68:slice:158,1058,715.565,1014.750,715.565,1014.750,92.107,14.625,99.571,0.341,6.298,0.159,0.900
2520,5_8p4_28p68:slice:158,148,902.669,1148.007,902.669,1148.007,18.486,10.194,78.822,0.826,1.813,0.551,0.911
2521,5_8p4_28p68:slice:158,286,121.276,1237.556,121.276,1237.556,23.851,15.267,157.825,0.441,1.562,0.640,0.702
2522,5_8p4_28p68:slice:159,816,898.390,216.532,898.390,216.532,79.890,13.005,97.355,0.358,6.143,0.163,0.874
2523,5_8p4_28p68:slice:159,40,255.050,285.875,255.050,285.875,8.701,5.853,20.959,0.973,1.487,0.673,0.930
2524,5_8p4_28p68:slice:159,1032,346.391,373.797,346.391,373.797,87.127,15.081,102.753,0.373,5.777,0.173,0.893
2525,5_8p4_28p68:slice:159,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2526,5_8p4_28p68:slice:159,1157,674.258,567.722,674.258,567.722,96.639,15.244,100.840,0.340,6.340,0.158,0.887
2527,5_8p4_28p68:slice:159,948,1107.834,684.623,1107.834,684.623,85.548,14.109,103.827,0.356,6.063,0.165,0.878
2528,5_8p4_28p68:slice:159,20,781.900,765.500,781.900,765.500,5.460,4.664,7.562,0.838,1.171,0.854,0.727
2529,5_8p4_28p68:slice:159,185,320.630,907.781,320.630,907.781,23.010,10.237,119.824,0.759,2.248,0.445,0.907
2530,5_8p4_28p68:slice:159,161,829.283,918.873,829.283,918.873,20.196,10.150,115.743,0.782,1.990,0.503,0.925
2531,5_8p4_28p68:slice:159,237,259.964,924.719,259.964,924.719,45.830,6.584,159.218,0.296,6.961,0.144,0.679
2532,5_8p4_28p68:slice:159,174,399.833,961.230,399.833,961.230,22.049,10.048,117.079,0.751,2.194,0.456,0.904
2533,5_8p4_28p68:slice:159,106,1308.585,971.953,1308.585,971.953,17.891,7.544,101.617,0.713,2.372,0.422,0.934
2534,5_8p4_28p68:slice:159,1076,715.020,1012.432,715.020,1012.432,89.483,15.310,99.003,0.384,5.845,0.171,0.906
2535,5_8p4_28p68:slice:159,173,902.569,1143.344,902.569,1143.344,22.162,9.939,113.195,0.754,2.230,0.448,0.911
2536,5_8p4_28p68:slice:159,289,121.196,1237.528,121.196,1237.528,23.844,15.432,157.806,0.446,1.545,0.647,0.708
2537,5_8p4_28p68:slice:160,908,896.651,215.632,896.651,215.632,70.650,16.364,96.828,0.441,4.317,0.232,0.889
2538,5_8p4_28p68:slice:160,41,254.671,287.524,254.671,287.524,8.592,6.076,28.658,0.910,1.414,0.707,0.854
2539,5_8p4_28p68:slice:160,1068,345.639,373.401,345.639,373.401,90.031,15.104,102.959,0.358,5.961,0.168,0.859
2540,5_8p4_28p68:slice:160,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2541,5_8p4_28p68:slice:160,1228,674.643,566.661,674.643,566.661,94.701,16.510,101.827,0.370,5.736,0.174,0.890
2542,5_8p4_28p68:slice:160,979,1108.444,681.551,1108.444,681.551,89.241,13.968,102.956,0.337,6.389,0.157,0.866
2543,5_8p4_28p68:slice:160,20,781.750,765.600,781.750,765.600,5.274,4.828,176.415,0.838,1.092,0.915,0.741
2544,5_8p4_28p68:slice:160,442,321.697,904.765,321.697,904.765,62.217,9.045,103.821,0.327,6.878,0.145,0.845
2545,5_8p4_28p68:slice:160,347,830.633,916.388,830.633,916.388,49.134,8.992,102.909,0.394,5.464,0.183,0.834
2546,5_8p4_28p68:slice:160,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2547,5_8p4_28p68:slice:160,396,400.702,958.376,400.702,958.376,56.378,8.943,103.135,0.348,6.304,0.159,0.838
2548,5_8p4_28p68:slice:160,192,1308.844,963.458,1308.844,963.458,36.039,6.783,96.867,0.285,5.313,0.188,0.842
2549,5_8p4_28p68:slice:160,1251,714.802,1008.014,714.802,1008.014,84.190,18.919,100.991,0.433,4.450,0.225,0.885
2550,5_8p4_28p68:slice:160,350,902.697,1141.909,902.697,1141.909,50.438,8.835,101.969,0.384,5.709,0.175,0.836
2551,5_8p4_28p68:slice:160,285,121.247,1237.454,121.247,1237.454,23.773,15.264,157.098,0.446,1.557,0.642,0.703
2552,5_8p4_28p68:slice:161,20,167.050,4.050,167.050,4.050,5.504,4.626,45.001,0.764,1.190,0.841,0.667
2553,5_8p4_28p68:slice:161,837,896.492,213.985,896.492,213.985,64.477,16.528,105.721,0.444,3.901,0.256,0.877
2554,5_8p4_28p68:slice:161,39,254.859,286.167,254.859,286.167,8.416,5.900,20.329,0.949,1.426,0.701,0.918
2555,5_8p4_28p68:slice:161,1182,345.813,370.836,345.813,370.836,97.301,15.467,103.435,0.323,6.291,0.159,0.835
2556,5_8p4_28p68:slice:161,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2557,5_8p4_28p68:slice:161,1202,674.260,563.047,674.260,563.047,95.294,16.060,104.022,0.339,5.934,0.169,0.879
2558,5_8p4_28p68:slice:161,1041,1107.405,678.054,1107.405,678.054,92.717,14.296,100.856,0.338,6.486,0.154,0.900
2559,5_8p4_28p68:slice:161,20,781.950,765.650,781.950,765.650,5.617,4.534,16.561,0.838,1.239,0.807,0.741
2560,5_8p4_28p68:slice:161,204,319.196,903.853,319.196,903.853,25.444,10.208,86.263,0.731,2.493,0.401,0.942
2561,5_8p4_28p68:slice:161,149,828.279,915.319,828.279,915.319,18.607,10.196,81.895,0.831,1.825,0.548,0.906
2562,5_8p4_28p68:slice:161,241,260.201,924.865,260.201,924.865,45.624,6.726,158.963,0.270,6.784,0.147,0.635
2563,5_8p4_28p68:slice:161,170,397.565,957.688,397.565,957.688,20.942,10.336,83.177,0.771,2.026,0.494,0.912
2564,5_8p4_28p68:slice:161,128,1308.102,969.797,1308.102,969.797,18.224,8.943,85.065,0.775,2.038,0.491,0.941
2565,5_8p4_28p68:slice:161,1061,711.878,1005.992,711.878,1005.992,83.190,16.239,106.613,0.390,5.123,0.195,0.882
2566,5_8p4_28p68:slice:161,136,899.662,1140.257,899.662,1140.257,16.768,10.327,76.119,0.858,1.624,0.616,0.916
2567,5_8p4_28p68:slice:161,290,121.259,1237.503,121.259,1237.503,24.122,15.307,157.255,0.448,1.576,0.635,0.710
2568,5_8p4_28p68:slice:162,19,167.184,3.974,167.184,3.974,5.218,4.636,57.090,0.775,1.126,0.888,0.655
2569,5_8p4_28p68:slice:162,694,896.754,211.277,896.754,211.277,63.757,13.859,108.341,0.430,4.600,0.217,0.876
2570,5_8p4_28p68:slice:162,42,254.881,286.143,254.881,286.143,8.634,6.194,24.238,0.951,1.394,0.717,0.894
2571,5_8p4_28p68:slice:162,1168,344.777,368.204,344.777,368.204,98.269,15.133,103.037,0.327,6.494,0.154,0.895
2572,5_8p4_28p68:slice:162,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2573,5_8p4_28p68:slice:162,1182,672.816,562.588,672.816,562.588,96.166,15.650,103.580,0.352,6.145,0.163,0.886
2574,5_8p4_28p68:slice:162,1119,1106.458,679.545,1106.458,679.545,89.031,16.003,100.147,0.369,5.563,0.180,0.881
2575,5_8p4_28p68:slice:162,20,781.750,765.600,781.750,765.600,5.274,4.828,176.415,0.838,1.092,0.915,0.741
2576,5_8p4_28p68:slice:162,197,318.099,899.754,318.099,899.754,24.644,10.178,121.022,0.717,2.421,0.413,0.900
2577,5_8p4_28p68:slice:162,173,828.217,912.858,828.217,912.858,21.728,10.138,119.890,0.747,2.143,0.467,0.899
2578,5_8p4_28p68:slice:162,240,260.113,924.837,260.113,924.837,45.412,6.729,158.913,0.273,6.749,0.148,0.637
2579,5_8p4_28p68:slice:162,183,397.270,954.249,397.270,954.249,23.072,10.099,119.968,0.750,2.285,0.438,0.906
2580,5_8p4_28p68:slice:162,134,1307.612,964.694,1307.612,964.694,19.479,8.759,108.010,0.748,2.224,0.450,0.924
2581,5_8p4_28p68:slice:162,937,712.485,1003.607,712.485,1003.607,83.873,14.224,107.240,0.364,5.897,0.170,0.894
2582,5_8p4_28p68:slice:162,178,900.719,1136.135,900.719,1136.135,23.035,9.839,116.948,0.715,2.341,0.427,0.899
2583,5_8p4_28p68:slice:162,288,121.243,1237.535,121.243,1237.535,23.819,15.395,157.478,0.445,1.547,0.646,0.706
2584,5_8p4_28p68:slice:163,686,896.111,210.195,896.111,210.195,70.295,12.425,108.236,0.377,5.657,0.177,0.892
2585,5_8p4_28p68:slice:163,39,254.782,288.987,254.782,288.987,8.557,5.803,24.675,0.949,1.475,0.678,0.918
2586,5_8p4_28p68:slice:163,1324,344.497,369.077,344.497,369.077,93.514,18.027,105.118,0.390,5.187,0.193,0.876
2587,5_8p4_28p68:slice:163,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2588,5_8p4_28p68:slice:163,1305,672.800,559.426,672.800,559.426,91.439,18.171,105.741,0.384,5.032,0.199,0.881
2589,5_8p4_28p68:slice:163,1307,1107.428,677.385,1107.428,677.385,80.202,20.749,104.477,0.493,3.865,0.259,0.904
2590,5_8p4_28p68:slice:163,19,781.816,765.711,781.816,765.711,5.278,4.583,11.232,0.796,1.152,0.868,0.717
2591,5_8p4_28p68:slice:163,451,318.975,896.932,318.975,896.932,64.105,8.958,107.674,0.308,7.157,0.140,0.812
2592,5_8p4_28p68:slice:163,353,829.480,910.395,829.480,910.395,49.707,9.042,106.848,0.372,5.497,0.182,0.839
2593,5_8p4_28p68:slice:163,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2594,5_8p4_28p68:slice:163,405,397.880,951.347,397.880,951.347,57.617,8.950,107.251,0.325,6.438,0.155,0.818
2595,5_8p4_28p68:slice:163,222,1307.568,956.955,1307.568,956.955,37.760,7.486,101.810,0.307,5.044,0.198,0.822
2596,5_8p4_28p68:slice:163,939,712.989,1000.206,712.989,1000.206,84.783,14.102,106.936,0.356,6.012,0.166,0.901
2597,5_8p4_28p68:slice:163,352,900.710,1134.057,900.710,1134.057,50.473,8.880,106.226,0.380,5.684,0.176,0.832
2598,5_8p4_28p68:slice:163,286,121.213,1237.486,121.213,1237.486,23.689,15.372,157.530,0.447,1.541,0.649,0.704
2599,5_8p4_28p68:slice:164,867,894.018,206.971,894.018,206.971,88.590,12.461,106.126,0.314,7.110,0.141,0.891
2600,5_8p4_28p68:slice:164,39,253.064,287.269,253.064,287.269,8.713,5.699,29.889,0.929,1.529,0.654,0.876
2601,5_8p4_28p68:slice:164,1135,342.428,365.626,342.428,365.626,90.049,16.048,109.664,0.371,5.611,0.178,0.889
2602,5_8p4_28p68:slice:164,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2603,5_8p4_28p68:slice:164,1147,669.951,555.150,669.951,555.150,90.643,16.112,109.405,0.364,5.626,0.178,0.885
2604,5_8p4_28p68:slice:164,1069,1105.034,674.639,1105.034,674.639,82.319,16.534,111.363,0.400,4.979,0.201,0.878
2605,5_8p4_28p68:slice:164,20,781.900,765.500,781.900,765.500,5.460,4.664,7.562,0.838,1.171,0.854,0.727
2606,5_8p4_28p68:slice:164,193,316.008,894.842,316.008,894.842,22.699,10.826,88.567,0.813,2.097,0.477,0.958
2607,5_8p4_28p68:slice:164,136,826.949,908.096,826.949,908.096,16.735,10.347,83.753,0.915,1.617,0.618,0.944
2608,5_8p4_28p68:slice:164,238,260.055,924.748,260.055,924.748,46.055,6.580,159.263,0.292,7.000,0.143,0.677
2609,5_8p4_28p68:slice:164,152,394.789,949.118,394.789,949.118,18.947,10.215,84.259,0.808,1.855,0.539,0.941
2610,5_8p4_28p68:slice:164,135,1307.211,961.033,1307.211,961.033,16.750,10.262,83.698,0.884,1.632,0.613,0.944
2611,5_8p4_28p68:slice:164,1033,710.892,999.723,710.892,999.723,89.123,14.758,106.603,0.345,6.039,0.166,0.900
2612,5_8p4_28p68:slice:164,119,898.004,1131.937,898.004,1131.937,15.016,10.090,79.299,0.933,1.488,0.672,0.930
2613,5_8p4_28p68:slice:164,285,121.325,1237.482,121.325,1237.482,24.061,15.082,156.751,0.440,1.595,0.627,0.704
2614,5_8p4_28p68:slice:165,20,167.050,4.050,167.050,4.050,5.504,4.626,45.001,0.764,1.190,0.841,0.667
2615,5_8p4_28p68:slice:165,885,894.864,208.472,894.864,208.472,86.956,12.958,105.975,0.323,6.710,0.149,0.878
2616,5_8p4_28p68:slice:165,38,254.184,287.947,254.184,287.947,8.663,5.585,24.871,0.924,1.551,0.645,0.905
2617,5_8p4_28p68:slice:165,1051,343.211,364.315,343.211,364.315,90.697,14.754,109.791,0.335,6.147,0.163,0.875
2618,5_8p4_28p68:slice:165,61,1115.238,367.205,1115.238,367.205,9.754,7.963,32.259,0.913,1.225,0.816,0.897
2619,5_8p4_28p68:slice:165,1139,671.338,553.467,671.338,553.467,92.123,15.742,108.904,0.345,5.852,0.171,0.874
2620,5_8p4_28p68:slice:165,981,1105.778,672.550,1105.778,672.550,82.697,15.104,110.372,0.378,5.475,0.183,0.891
2621,5_8p4_28p68:slice:165,21,781.881,765.548,781.881,765.548,5.573,4.798,9.393,0.880,1.162,0.861,0.764
2622,5_8p4_28p68:slice:165,215,315.505,891.277,315.505,891.277,26.696,10.254,123.627,0.675,2.603,0.384,0.881
2623,5_8p4_28p68:slice:165,181,827.251,906.036,827.251,906.036,23.031,10.006,122.333,0.736,2.302,0.434,0.889
2624,5_8p4_28p68:slice:165,241,260.201,924.865,260.201,924.865,45.624,6.726,158.963,0.270,6.784,0.147,0.635
2625,5_8p4_28p68:slice:165,197,394.353,946.586,394.353,946.586,25.156,9.971,123.015,0.711,2.523,0.396,0.889
2626,5_8p4_28p68:slice:165,159,1306.374,957.525,1306.374,957.525,21.580,9.381,115.411,0.724,2.300,0.435,0.906
2627,5_8p4_28p68:slice:165,1146,711.638,1000.493,711.638,1000.493,88.051,16.571,106.870,0.371,5.313,0.188,0.900
2628,5_8p4_28p68:slice:165,196,898.000,1129.500,898.000,1129.500,24.755,10.081,120.537,0.713,2.456,0.407,0.899
2629,5_8p4_28p68:slice:165,291,121.222,1237.531,121.222,1237.531,24.058,15.401,157.735,0.449,1.562,0.640,0.712
2630,5_8p4_28p68:slice:166,1150,896.877,206.942,896.877,206.942,84.632,17.301,110.721,0.403,4.892,0.204,0.878
2631,5_8p4_28p68:slice:166,36,255.778,286.806,255.778,286.806,8.389,5.464,24.352,0.974,1.535,0.651,0.900
2632,5_8p4_28p68:slice:166,1201,342.657,360.891,342.657,360.891,86.912,17.594,110.873,0.390,4.940,0.202,0.860
2633,5_8p4_28p68:slice:166,60,1115.250,367.133,1115.250,367.133,9.736,7.846,27.908,0.952,1.241,0.806,0.930
2634,5_8p4_28p68:slice:166,1307,670.147,552.482,670.147,552.482,89.963,18.498,111.501,0.402,4.863,0.206,0.880
2635,5_8p4_28p68:slice:166,1053,1103.031,669.154,1103.031,669.154,83.928,15.975,112.613,0.378,5.254,0.190,0.886
