 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,AR,Round,Solidity
35,5_13p5_61p35:slice:3,62,711.290,276.726,711.290,276.726,9.364,8.431,96.063,0.984,1.111,0.900,0.939
36,5_13p5_61p35:slice:3,21,7.119,296.690,7.119,296.690,5.442,4.913,127.911,0.824,1.108,0.903,0.792
37,5_13p5_61p35:slice:3,80,229.675,338.413,229.675,338.413,11.184,9.107,121.286,0.944,1.228,0.814,0.904
38,5_13p5_61p35:slice:3,1549,119.985,470.357,119.985,470.357,90.652,21.756,178.594,0.457,4.167,0.240,0.927
39,5_13p5_61p35:slice:3,66,339.439,545.652,339.439,545.652,9.310,9.026,153.818,1.000,1.031,0.969,0.923
40,5_13p5_61p35:slice:3,66,562.712,575.000,562.712,575.000,9.367,8.971,0.000,0.972,1.044,0.958,0.892
41,5_13p5_61p35:slice:3,68,521.706,588.868,521.706,588.868,9.353,9.257,104.490,1.000,1.010,0.990,0.907
42,5_13p5_61p35:slice:3,64,118.625,603.766,118.625,603.766,9.414,8.656,28.292,1.000,1.087,0.920,0.921
43,5_13p5_61p35:slice:3,120,436.292,667.358,436.292,667.358,16.015,9.540,109.292,0.830,1.679,0.596,0.906
44,5_13p5_61p35:slice:3,97,132.644,694.294,132.644,694.294,13.074,9.447,95.509,0.951,1.384,0.723,0.933
45,5_13p5_61p35:slice:3,2179,380.049,710.396,380.049,710.396,110.595,25.086,0.129,0.421,4.409,0.227,0.918
46,5_13p5_61p35:slice:4,284,8.053,82.472,8.053,82.472,22.411,16.135,140.160,0.711,1.389,0.720,0.892
47,5_13p5_61p35:slice:4,74,111.878,79.392,111.878,79.392,10.170,9.264,0.677,0.969,1.098,0.911,0.925
48,5_13p5_61p35:slice:4,1621,157.895,205.028,157.895,205.028,96.863,21.308,175.794,0.415,4.546,0.220,0.898
49,5_13p5_61p35:slice:4,1884,333.551,224.210,333.551,224.210,106.720,22.477,177.619,0.373,4.748,0.211,0.889
50,5_13p5_61p35:slice:4,61,711.352,276.074,711.352,276.074,9.301,8.350,94.497,0.951,1.114,0.898,0.904
51,5_13p5_61p35:slice:4,23,7.109,296.674,7.109,296.674,5.779,5.067,159.047,0.902,1.140,0.877,0.836
52,5_13p5_61p35:slice:4,89,230.511,337.882,230.511,337.882,11.927,9.501,40.090,0.933,1.255,0.797,0.899
53,5_13p5_61p35:slice:4,1653,122.103,470.381,122.103,470.381,88.169,23.871,177.838,0.501,3.694,0.271,0.923
54,5_13p5_61p35:slice:4,66,340.561,546.348,340.561,546.348,9.310,9.026,153.818,0.988,1.031,0.969,0.923
55,5_13p5_61p35:slice:4,66,564.015,575.394,564.015,575.394,9.468,8.875,122.185,0.934,1.067,0.937,0.880
56,5_13p5_61p35:slice:4,67,522.948,589.127,522.948,589.127,9.379,9.096,110.035,0.933,1.031,0.970,0.865
57,5_13p5_61p35:slice:4,67,119.933,604.157,119.933,604.157,9.629,8.859,5.757,0.948,1.087,0.920,0.899
58,5_13p5_61p35:slice:4,153,439.239,666.977,439.239,666.977,19.512,9.984,44.064,0.808,1.954,0.512,0.900
59,5_13p5_61p35:slice:4,129,134.221,694.771,134.221,694.771,16.428,9.998,32.893,0.872,1.643,0.609,0.902
60,5_13p5_61p35:slice:4,2316,381.584,710.913,381.584,710.913,111.224,26.512,0.184,0.439,4.195,0.238,0.920
61,5_13p5_61p35:slice:5,373,7.733,80.631,7.733,80.631,26.790,17.727,106.105,0.760,1.511,0.662,0.934
62,5_13p5_61p35:slice:5,68,111.529,79.441,111.529,79.441,9.433,9.179,153.435,1.000,1.028,0.973,0.938
63,5_13p5_61p35:slice:5,1845,159.932,205.052,159.932,205.052,95.631,24.565,175.321,0.471,3.893,0.257,0.915
64,5_13p5_61p35:slice:5,2138,334.319,224.389,334.319,224.389,106.720,25.508,177.408,0.403,4.184,0.239,0.885
65,5_13p5_61p35:slice:5,64,711.188,276.500,711.188,276.500,9.561,8.523,90.000,1.000,1.122,0.891,0.955
66,5_13p5_61p35:slice:5,19,7.026,296.500,7.026,296.500,5.134,4.712,120.730,0.796,1.089,0.918,0.731
67,5_13p5_61p35:slice:5,119,231.433,338.063,231.433,338.063,15.807,9.586,16.408,0.846,1.649,0.606,0.908
68,5_13p5_61p35:slice:5,1849,124.253,469.874,124.253,469.874,87.841,26.801,178.586,0.517,3.278,0.305,0.924
69,5_13p5_61p35:slice:5,67,340.381,546.500,340.381,546.500,9.397,9.078,90.000,1.000,1.035,0.966,0.931
70,5_13p5_61p35:slice:5,68,563.559,575.529,563.559,575.529,9.433,9.179,63.435,1.000,1.028,0.973,0.938
71,5_13p5_61p35:slice:5,65,522.500,589.315,522.500,589.315,9.112,9.082,0.000,0.973,1.003,0.997,0.915
72,5_13p5_61p35:slice:5,65,119.500,604.315,119.500,604.315,9.112,9.082,0.000,0.973,1.003,0.997,0.915
73,5_13p5_61p35:slice:5,240,441.550,666.071,441.550,666.071,30.988,9.861,18.747,0.588,3.143,0.318,0.882
74,5_13p5_61p35:slice:5,206,135.015,694.320,135.015,694.320,27.125,9.670,14.988,0.650,2.805,0.356,0.904
75,5_13p5_61p35:slice:5,2571,383.135,710.568,383.135,710.568,112.604,29.071,0.983,0.445,3.873,0.258,0.915
76,5_13p5_61p35:slice:6,669,9.247,75.080,9.247,75.080,37.925,22.460,85.214,0.682,1.689,0.592,0.937
77,5_13p5_61p35:slice:6,71,112.387,80.148,112.387,80.148,9.835,9.192,125.959,1.000,1.070,0.935,0.916
78,5_13p5_61p35:slice:6,2159,163.551,205.638,163.551,205.638,94.404,29.119,177.556,0.504,3.242,0.308,0.908
79,5_13p5_61p35:slice:6,2431,337.309,225.105,337.309,225.105,105.417,29.362,178.946,0.440,3.590,0.279,0.879
80,5_13p5_61p35:slice:6,57,711.781,277.500,711.781,277.500,9.649,7.521,90.000,0.960,1.283,0.779,0.966
81,5_13p5_61p35:slice:6,21,7.119,296.643,7.119,296.643,5.600,4.775,131.767,0.824,1.173,0.853,0.792
82,5_13p5_61p35:slice:6,155,232.868,339.119,232.868,339.119,22.432,8.798,5.303,0.703,2.550,0.392,0.928
83,5_13p5_61p35:slice:6,2088,127.537,469.737,127.537,469.737,89.714,29.633,3.294,0.529,3.027,0.330,0.916
84,5_13p5_61p35:slice:6,65,340.731,546.715,340.731,546.715,9.141,9.054,2.014,1.000,1.010,0.990,0.922
85,5_13p5_61p35:slice:6,64,564.109,575.656,564.109,575.656,9.351,8.715,101.203,0.958,1.073,0.932,0.914
86,5_13p5_61p35:slice:6,63,523.071,589.389,523.071,589.389,9.208,8.711,83.526,0.983,1.057,0.946,0.906
87,5_13p5_61p35:slice:6,64,119.984,604.438,119.984,604.438,9.111,8.944,39.779,0.981,1.019,0.982,0.889
88,5_13p5_61p35:slice:6,328,443.043,665.500,443.043,665.500,46.501,8.981,7.484,0.399,5.178,0.193,0.843
89,5_13p5_61p35:slice:6,279,135.618,694.848,135.618,694.848,39.688,8.951,4.344,0.437,4.434,0.226,0.866
90,5_13p5_61p35:slice:6,2798,385.147,710.995,385.147,710.995,115.555,30.830,3.295,0.460,3.748,0.267,0.907
91,5_13p5_61p35:slice:7,698,11.298,67.784,11.298,67.784,37.808,23.506,56.417,0.476,1.608,0.622,0.816
92,5_13p5_61p35:slice:7,71,112.049,79.345,112.049,79.345,9.823,9.203,167.710,0.966,1.067,0.937,0.916
93,5_13p5_61p35:slice:7,2093,165.969,205.268,165.969,205.268,91.056,29.266,3.796,0.526,3.111,0.321,0.919
94,5_13p5_61p35:slice:7,2319,339.294,224.756,339.294,224.756,100.474,29.387,3.666,0.457,3.419,0.292,0.877
95,5_13p5_61p35:slice:7,56,711.911,277.143,711.911,277.143,9.732,7.327,91.216,0.889,1.328,0.753,0.918
96,5_13p5_61p35:slice:7,22,7.227,296.636,7.227,296.636,5.698,4.916,142.732,0.863,1.159,0.863,0.815
97,5_13p5_61p35:slice:7,157,232.838,338.799,232.838,338.799,21.625,9.244,175.973,0.752,2.339,0.427,0.943
98,5_13p5_61p35:slice:7,1985,129.576,470.225,129.576,470.225,93.466,27.041,8.582,0.468,3.456,0.289,0.888
99,5_13p5_61p35:slice:7,66,341.652,547.439,341.652,547.439,9.310,9.026,116.182,0.988,1.031,0.969,0.923
100,5_13p5_61p35:slice:7,64,565.234,576.625,565.234,576.625,9.414,8.656,118.292,0.998,1.087,0.920,0.921
101,5_13p5_61p35:slice:7,66,524.227,590.227,524.227,590.227,9.299,9.037,134.989,0.988,1.029,0.972,0.930
102,5_13p5_61p35:slice:7,64,120.969,605.344,120.969,605.344,9.354,8.712,77.056,0.958,1.074,0.931,0.914
103,5_13p5_61p35:slice:7,324,444.642,665.688,444.642,665.688,44.752,9.218,177.651,0.442,4.855,0.206,0.889
104,5_13p5_61p35:slice:7,247,136.545,696.022,136.545,696.022,34.054,9.235,174.578,0.550,3.687,0.271,0.890
105,5_13p5_61p35:slice:7,2618,388.057,711.999,388.057,711.999,118.144,28.214,6.115,0.407,4.187,0.239,0.876
106,5_13p5_61p35:slice:8,572,13.593,65.220,13.593,65.220,36.112,20.167,26.488,0.561,1.791,0.558,0.846
107,5_13p5_61p35:slice:8,73,112.171,79.925,112.171,79.925,9.790,9.494,133.129,0.942,1.031,0.970,0.896
108,5_13p5_61p35:slice:8,1759,169.238,206.069,169.238,206.069,88.012,25.447,7.905,0.469,3.459,0.289,0.894
109,5_13p5_61p35:slice:8,2043,341.117,225.279,341.117,225.279,98.497,26.409,7.107,0.417,3.730,0.268,0.857
110,5_13p5_61p35:slice:8,58,711.724,277.034,711.724,277.034,9.986,7.395,95.527,0.960,1.350,0.741,0.921
111,5_13p5_61p35:slice:8,21,7.119,296.643,7.119,296.643,5.600,4.775,131.767,0.824,1.173,0.853,0.792
112,5_13p5_61p35:slice:8,114,233.439,338.114,233.439,338.114,15.170,9.568,164.664,0.893,1.585,0.631,0.916
113,5_13p5_61p35:slice:8,1789,132.048,468.677,132.048,468.677,95.384,23.881,9.622,0.420,3.994,0.250,0.874
114,5_13p5_61p35:slice:8,65,341.300,546.392,341.300,546.392,9.364,8.838,55.310,1.000,1.059,0.944,0.929
115,5_13p5_61p35:slice:8,68,564.471,575.559,564.471,575.559,9.433,9.179,153.435,1.000,1.028,0.973,0.938
116,5_13p5_61p35:slice:8,63,523.437,588.802,523.437,588.802,9.204,8.715,152.890,1.000,1.056,0.947,0.913
117,5_13p5_61p35:slice:8,65,120.331,603.900,120.331,603.900,9.278,8.920,14.642,1.000,1.040,0.961,0.922
118,5_13p5_61p35:slice:8,210,445.805,663.476,445.805,663.476,27.223,9.822,164.101,0.663,2.772,0.361,0.905
119,5_13p5_61p35:slice:8,152,135.980,694.224,135.980,694.224,20.076,9.640,159.620,0.773,2.083,0.480,0.902
120,5_13p5_61p35:slice:8,2424,391.219,710.210,391.219,710.210,121.500,25.402,6.749,0.359,4.783,0.209,0.863
121,5_13p5_61p35:slice:9,583,15.577,64.951,15.577,64.951,39.540,18.774,18.250,0.596,2.106,0.475,0.883
122,5_13p5_61p35:slice:9,73,113.692,80.130,113.692,80.130,9.850,9.436,115.056,0.942,1.044,0.958,0.885
123,5_13p5_61p35:slice:9,1552,172.834,206.178,172.834,206.178,87.533,22.575,8.624,0.460,3.877,0.258,0.897
124,5_13p5_61p35:slice:9,1901,344.658,224.919,344.658,224.919,100.422,24.103,8.191,0.387,4.166,0.240,0.865
125,5_13p5_61p35:slice:9,51,712.225,276.912,712.225,276.912,10.011,6.486,86.960,0.897,1.543,0.648,0.936
126,5_13p5_61p35:slice:9,21,7.024,296.643,7.024,296.643,5.496,4.865,146.630,0.824,1.130,0.885,0.778
127,5_13p5_61p35:slice:9,81,235.130,338.204,235.130,338.204,10.986,9.388,132.251,0.971,1.170,0.855,0.931
128,5_13p5_61p35:slice:9,1554,136.562,469.474,136.562,469.474,95.290,20.764,10.049,0.421,4.589,0.218,0.872
129,5_13p5_61p35:slice:9,63,341.405,546.929,341.405,546.929,9.196,8.722,0.722,0.983,1.054,0.948,0.906
130,5_13p5_61p35:slice:9,67,564.724,576.067,564.724,576.067,9.320,9.153,164.018,0.987,1.018,0.982,0.899
131,5_13p5_61p35:slice:9,67,523.590,589.410,523.590,589.410,9.450,9.027,135.000,1.000,1.047,0.955,0.931
132,5_13p5_61p35:slice:9,67,120.410,604.410,120.410,604.410,9.450,9.027,45.007,1.000,1.047,0.955,0.931
133,5_13p5_61p35:slice:9,129,447.810,663.151,447.810,663.151,16.784,9.786,129.181,0.849,1.715,0.583,0.905
134,5_13p5_61p35:slice:9,95,136.784,694.226,136.784,694.226,12.957,9.335,110.545,0.919,1.388,0.720,0.909
135,5_13p5_61p35:slice:9,2248,394.458,709.924,394.458,709.924,124.900,22.916,6.398,0.342,5.450,0.183,0.886
136,5_13p5_61p35:slice:10,523,16.823,65.364,16.823,65.364,41.299,16.124,17.950,0.593,2.561,0.390,0.876
137,5_13p5_61p35:slice:10,75,112.940,80.233,112.940,80.233,9.918,9.629,162.215,0.967,1.030,0.971,0.898
138,5_13p5_61p35:slice:10,1427,173.069,206.731,173.069,206.731,87.593,20.743,8.278,0.447,4.223,0.237,0.893
139,5_13p5_61p35:slice:10,1770,345.649,225.142,345.649,225.142,101.448,22.215,7.848,0.376,4.567,0.219,0.865
140,5_13p5_61p35:slice:10,57,711.781,277.500,711.781,277.500,9.649,7.521,90.000,0.960,1.283,0.779,0.966
141,5_13p5_61p35:slice:10,22,7.000,296.682,7.000,296.682,5.594,5.007,146.458,0.863,1.117,0.895,0.815
142,5_13p5_61p35:slice:10,80,235.588,338.375,235.588,338.375,10.877,9.364,48.760,0.898,1.162,0.861,0.874
143,5_13p5_61p35:slice:10,1405,137.147,469.585,137.147,469.585,96.291,18.578,9.307,0.388,5.183,0.193,0.872
144,5_13p5_61p35:slice:10,66,340.773,546.773,340.773,546.773,9.299,9.037,134.989,1.000,1.029,0.972,0.930
145,5_13p5_61p35:slice:10,68,564.353,575.632,564.353,575.632,9.384,9.227,151.130,1.000,1.017,0.983,0.932
146,5_13p5_61p35:slice:10,66,523.439,589.348,523.439,589.348,9.310,9.026,26.182,0.988,1.031,0.969,0.923
147,5_13p5_61p35:slice:10,67,120.276,603.933,120.276,603.933,9.320,9.153,164.018,0.987,1.018,0.982,0.899
148,5_13p5_61p35:slice:10,136,449.853,662.301,449.853,662.301,17.394,9.955,51.589,0.818,1.747,0.572,0.895
149,5_13p5_61p35:slice:10,116,138.655,694.457,138.655,694.457,15.322,9.639,45.595,0.898,1.590,0.629,0.917
150,5_13p5_61p35:slice:10,2138,396.083,709.938,396.083,709.938,126.631,21.497,5.360,0.335,5.891,0.170,0.897
151,5_13p5_61p35:slice:11,445,18.410,66.275,18.410,66.275,44.149,12.834,19.254,0.525,3.440,0.291,0.895
152,5_13p5_61p35:slice:11,71,113.599,79.599,113.599,79.599,9.785,9.239,134.994,1.000,1.059,0.944,0.953
153,5_13p5_61p35:slice:11,1290,172.642,206.016,172.642,206.016,87.896,18.687,7.312,0.409,4.704,0.213,0.885
154,5_13p5_61p35:slice:11,1635,348.405,223.956,348.405,223.956,102.177,20.374,7.029,0.359,5.015,0.199,0.838
155,5_13p5_61p35:slice:11,56,711.804,276.429,711.804,276.429,9.472,7.528,92.486,0.943,1.258,0.795,0.957
156,5_13p5_61p35:slice:11,21,7.119,296.643,7.119,296.643,5.600,4.775,131.767,0.824,1.173,0.853,0.792
157,5_13p5_61p35:slice:11,112,236.232,337.161,236.232,337.161,14.750,9.668,16.496,0.915,1.526,0.655,0.933
158,5_13p5_61p35:slice:11,1266,138.854,468.822,138.854,468.822,98.877,16.302,7.895,0.342,6.065,0.165,0.874
159,5_13p5_61p35:slice:11,67,340.978,545.799,340.978,545.799,9.415,9.061,166.209,0.987,1.039,0.962,0.899
160,5_13p5_61p35:slice:11,67,564.500,574.619,564.500,574.619,9.397,9.078,0.000,1.000,1.035,0.966,0.931
161,5_13p5_61p35:slice:11,66,523.561,588.348,523.561,588.348,9.310,9.026,153.818,0.988,1.031,0.969,0.923
162,5_13p5_61p35:slice:11,64,120.547,603.125,120.547,603.125,9.293,8.769,17.160,0.921,1.060,0.944,0.901
163,5_13p5_61p35:slice:11,213,452.326,660.876,452.326,660.876,27.222,9.963,21.239,0.638,2.732,0.366,0.880
164,5_13p5_61p35:slice:11,183,140.074,694.150,140.074,694.150,24.408,9.546,19.202,0.671,2.557,0.391,0.895
165,5_13p5_61p35:slice:11,2021,397.298,709.479,397.298,709.479,124.697,20.636,4.038,0.338,6.043,0.165,0.906
166,5_13p5_61p35:slice:12,660,17.236,71.714,17.236,71.714,44.379,18.936,20.637,0.624,2.344,0.427,0.914
167,5_13p5_61p35:slice:12,76,113.789,80.171,113.789,80.171,10.002,9.675,3.260,0.980,1.034,0.967,0.905
168,5_13p5_61p35:slice:12,1191,175.281,206.589,175.281,206.589,94.887,15.981,5.682,0.331,5.937,0.168,0.900
169,5_13p5_61p35:slice:12,1551,352.809,224.523,352.809,224.523,105.695,18.684,5.122,0.343,5.657,0.177,0.823
170,5_13p5_61p35:slice:12,57,711.693,276.640,711.693,276.640,9.673,7.503,91.034,0.960,1.289,0.776,0.958
171,5_13p5_61p35:slice:12,24,7.000,296.625,7.000,296.625,6.088,5.019,157.854,0.941,1.213,0.824,0.857
172,5_13p5_61p35:slice:12,153,237.075,337.493,237.075,337.493,21.541,9.043,7.879,0.733,2.382,0.420,0.905
173,5_13p5_61p35:slice:12,1173,139.506,469.570,139.506,469.570,104.480,14.295,4.788,0.309,7.309,0.137,0.883
174,5_13p5_61p35:slice:12,68,341.000,546.265,341.000,546.265,9.359,9.251,0.000,0.962,1.012,0.988,0.907
175,5_13p5_61p35:slice:12,69,564.341,574.819,564.341,574.819,9.534,9.215,53.605,0.976,1.035,0.967,0.902
176,5_13p5_61p35:slice:12,69,523.500,588.500,523.500,588.500,9.373,9.373,0.000,1.000,1.000,1.000,0.945
177,5_13p5_61p35:slice:12,67,120.410,603.410,120.410,603.410,9.450,9.027,45.007,1.000,1.047,0.955,0.931
178,5_13p5_61p35:slice:12,322,453.484,660.801,453.484,660.801,42.655,9.612,8.098,0.479,4.438,0.225,0.886
179,5_13p5_61p35:slice:12,270,139.944,694.570,139.944,694.570,37.984,9.051,7.684,0.501,4.197,0.238,0.899
180,5_13p5_61p35:slice:12,1857,399.233,709.700,399.233,709.700,120.203,19.670,2.065,0.344,6.111,0.164,0.905
181,5_13p5_61p35:slice:13,1022,19.461,76.002,19.461,76.002,45.083,28.863,175.674,0.733,1.562,0.640,0.940
182,5_13p5_61p35:slice:13,74,114.203,80.405,114.203,80.405,10.158,9.275,163.426,1.000,1.095,0.913,0.937
183,5_13p5_61p35:slice:13,1272,181.663,206.160,181.663,206.160,98.680,16.412,1.207,0.335,6.013,0.166,0.897
184,5_13p5_61p35:slice:13,1484,355.691,224.152,355.691,224.152,100.992,18.709,1.592,0.347,5.398,0.185,0.854
185,5_13p5_61p35:slice:13,54,711.907,276.333,711.907,276.333,9.454,7.273,98.903,0.950,1.300,0.769,0.956
186,5_13p5_61p35:slice:13,24,7.000,296.625,7.000,296.625,6.088,5.019,157.854,0.941,1.213,0.824,0.857
187,5_13p5_61p35:slice:13,166,237.187,336.958,237.187,336.958,23.483,9.001,177.035,0.664,2.609,0.383,0.876
188,5_13p5_61p35:slice:13,1220,138.198,468.854,138.198,468.854,104.762,14.827,179.004,0.297,7.065,0.142,0.887
189,5_13p5_61p35:slice:13,68,342.000,546.000,342.000,546.000,9.305,9.305,0.000,0.947,1.000,1.000,0.872
190,5_13p5_61p35:slice:13,68,565.338,574.750,565.338,574.750,9.495,9.119,30.681,1.000,1.041,0.960,0.932
191,5_13p5_61p35:slice:13,69,524.500,588.500,524.500,588.500,9.373,9.373,0.000,1.000,1.000,1.000,0.945
192,5_13p5_61p35:slice:13,68,121.044,603.221,121.044,603.221,9.577,9.040,0.878,0.962,1.059,0.944,0.907
193,5_13p5_61p35:slice:13,350,454.380,660.577,454.380,660.577,48.195,9.246,179.243,0.393,5.212,0.192,0.908
194,5_13p5_61p35:slice:13,261,141.266,694.780,141.266,694.780,36.556,9.090,177.428,0.496,4.021,0.249,0.877
195,5_13p5_61p35:slice:13,1901,401.817,709.940,401.817,709.940,115.061,21.036,179.578,0.369,5.470,0.183,0.931
196,5_13p5_61p35:slice:14,696,18.207,78.540,18.207,78.540,47.713,18.573,154.146,0.569,2.569,0.389,0.856
197,5_13p5_61p35:slice:14,73,113.842,80.445,113.842,80.445,10.175,9.135,174.160,0.994,1.114,0.898,0.918
198,5_13p5_61p35:slice:14,1319,185.724,205.490,185.724,205.490,93.835,17.897,178.292,0.376,5.243,0.191,0.862
199,5_13p5_61p35:slice:14,1624,357.895,223.565,357.895,223.565,100.801,20.513,179.859,0.392,4.914,0.203,0.871
200,5_13p5_61p35:slice:14,57,711.675,275.623,711.675,275.623,9.562,7.590,90.819,0.960,1.260,0.794,0.958
201,5_13p5_61p35:slice:14,22,7.000,296.682,7.000,296.682,5.594,5.007,146.458,0.863,1.117,0.895,0.815
202,5_13p5_61p35:slice:14,120,236.625,336.642,236.625,336.642,16.130,9.472,165.561,0.888,1.703,0.587,0.934
203,5_13p5_61p35:slice:14,1366,137.996,467.854,137.996,467.854,95.149,18.279,175.991,0.362,5.205,0.192,0.901
204,5_13p5_61p35:slice:14,68,340.662,545.750,340.662,545.750,9.495,9.119,149.319,1.000,1.041,0.960,0.932
205,5_13p5_61p35:slice:14,69,564.283,574.935,564.283,574.935,9.553,9.196,79.036,0.976,1.039,0.963,0.914
206,5_13p5_61p35:slice:14,69,523.500,588.500,523.500,588.500,9.373,9.373,0.000,1.000,1.000,1.000,0.945
207,5_13p5_61p35:slice:14,69,119.964,603.645,119.964,603.645,9.732,9.027,9.721,0.976,1.078,0.928,0.914
208,5_13p5_61p35:slice:14,247,454.763,660.921,454.763,660.921,31.590,9.955,166.208,0.600,3.173,0.315,0.888
209,5_13p5_61p35:slice:14,166,140.964,695.494,140.964,695.494,22.131,9.550,161.548,0.739,2.317,0.432,0.912
210,5_13p5_61p35:slice:14,2057,402.551,710.202,402.551,710.202,113.885,22.997,178.312,0.387,4.952,0.202,0.918
211,5_13p5_61p35:slice:15,586,20.776,79.526,20.776,79.526,53.918,13.838,153.143,0.471,3.896,0.257,0.857
212,5_13p5_61p35:slice:15,70,113.800,79.757,113.800,79.757,9.849,9.049,166.130,0.991,1.088,0.919,0.909
213,5_13p5_61p35:slice:15,1417,186.701,205.411,186.701,205.411,94.707,19.050,177.278,0.389,4.971,0.201,0.871
214,5_13p5_61p35:slice:15,1720,360.381,223.895,360.381,223.895,100.777,21.731,179.384,0.403,4.637,0.216,0.881
215,5_13p5_61p35:slice:15,57,711.658,276.237,711.658,276.237,9.523,7.621,95.477,0.960,1.249,0.800,0.958
216,5_13p5_61p35:slice:15,21,7.119,296.643,7.119,296.643,5.600,4.775,131.767,0.824,1.173,0.853,0.792
217,5_13p5_61p35:slice:15,87,238.109,337.075,238.109,337.075,11.930,9.285,142.079,0.991,1.285,0.778,0.930
218,5_13p5_61p35:slice:15,1505,143.031,467.851,143.031,467.851,92.907,20.625,174.705,0.426,4.505,0.222,0.905
219,5_13p5_61p35:slice:15,67,341.709,546.604,341.709,546.604,9.292,9.180,107.599,0.964,1.012,0.988,0.924
